normalized_name,observed_rows,raw_name_variants,distinct_restaurant_ids,confidence,review_status
excellent dumpling house,11,3,11,Medium,Conservative normalization
food land,11,2,11,Medium,Conservative normalization
g pulla reddy sweets,11,1,11,High,Conservative normalization
go 69 pizza,11,3,11,Medium,Conservative normalization
gobblers rolls and bowls,11,1,11,High,Conservative normalization
hira sweets,11,2,11,Medium,Conservative normalization
hungry panda deliciously chinese,11,1,11,High,Conservative normalization
imperio restaurant,11,3,11,Medium,Conservative normalization
it s just wings,11,1,11,High,Conservative normalization
itc sunfeast baked creations,11,1,11,High,Conservative normalization
jarlie fine desserts,11,1,11,High,Conservative normalization
juice factory,11,3,11,Medium,Conservative normalization
juice junction,11,2,11,Medium,Conservative normalization
jumboking indian burger,11,2,11,Medium,Conservative normalization
kahi se bhi,11,2,11,Medium,Conservative normalization
kathleen,11,2,11,Medium,Conservative normalization
kebabi karvaan kebabs curries and biryanis,11,1,11,High,Conservative normalization
kerala kitchen,11,3,11,Medium,Conservative normalization
koli hut,11,4,11,Medium,Conservative normalization
ks bakers,11,1,11,High,Conservative normalization
kunafa world,11,2,11,Medium,Conservative normalization
laale di chaap,11,2,11,Medium,Conservative normalization
let s wok,11,1,11,High,Conservative normalization
lo low carb and keto foods,11,1,11,High,Conservative normalization
london yard pizza,11,1,11,High,Conservative normalization
louis burger,11,1,11,High,Conservative normalization
lucky restaurant,11,3,11,Medium,Conservative normalization
mani s dum biryani,11,2,11,Medium,Conservative normalization
meraki,11,2,11,Medium,Conservative normalization
miami waffles and jawbreakers,11,2,11,Medium,Conservative normalization
mohammedia shawarma,11,2,11,Medium,Conservative normalization
nomad pizza traveller series,11,1,11,High,Conservative normalization
oye chhotu,11,2,11,Medium,Conservative normalization
pind kaneda,11,2,11,Medium,Conservative normalization
pizza 99,11,5,11,Medium,Conservative normalization
pizza galleria,11,1,11,High,Conservative normalization
pizza story,11,4,11,Medium,Conservative normalization
pizza time,11,3,11,Medium,Conservative normalization
punjab di gaddi,11,1,11,High,Conservative normalization
punjabi angithi,11,1,11,High,Conservative normalization
raja bhoj and co,11,2,11,Medium,Conservative normalization
rice bowl,11,1,11,High,Conservative normalization
rollz karvaan,11,1,11,High,Conservative normalization
roti aur boti xpress,11,2,11,Medium,Conservative normalization
rozi roti,11,2,11,Medium,Conservative normalization
rp s pizzeria,11,2,11,Medium,Conservative normalization
saffron restaurant,11,3,11,Medium,Conservative normalization
sagar restaurant,11,2,11,Medium,Conservative normalization
salt and pepper,11,6,11,Medium,Conservative normalization
shaan e punjab,11,5,11,Medium,Conservative normalization
sharief bhai,11,1,11,High,Conservative normalization
shiv sagar,11,1,11,High,Conservative normalization
super donuts an american eatery and bakery,11,5,11,Medium,Conservative normalization
tandoori bites,11,3,11,Medium,Conservative normalization
tasty bites,11,4,11,Medium,Conservative normalization
tgb cafe n bakery,11,3,11,Medium,Conservative normalization
the parotta combo,11,2,11,Medium,Conservative normalization
the second wife,11,3,11,Medium,Conservative normalization
the waffle jar,11,3,11,Medium,Conservative normalization
wagh bakri tea lounge,11,2,11,Medium,Conservative normalization
wow chow,11,2,11,Medium,Conservative normalization
wowffles,11,1,11,High,Conservative normalization
absolute shawarma,10,1,10,High,Conservative normalization
arabian nights,10,4,10,Medium,Conservative normalization
artiste handcrafted ice cream,10,2,10,Medium,Conservative normalization
asia seven,10,1,10,High,Conservative normalization
atithi restaurant,10,2,10,Medium,Conservative normalization
ballu bawarchi,10,2,10,Medium,Conservative normalization
basmati s briyani nation,10,1,10,High,Conservative normalization
beijing chicken lollipops,10,1,10,High,Conservative normalization
bib english breakfast in the box,10,4,10,Medium,Conservative normalization
biriyani brothers,10,3,10,Medium,Conservative normalization
biryani box,10,2,10,Medium,Conservative normalization
biryanis and more,10,4,10,Medium,Conservative normalization
burgerama,10,1,10,High,Conservative normalization
cafe creme,10,3,10,Medium,Conservative normalization
cake affair,10,4,10,Medium,Conservative normalization
cake hub,10,4,10,Medium,Conservative normalization
cake palace,10,2,10,Medium,Conservative normalization
cakes n bakes,10,3,10,Medium,Conservative normalization
chaat street,10,1,10,High,Conservative normalization
chai shai bar,10,2,10,Medium,Conservative normalization
chatore,10,2,10,Medium,Conservative normalization
chick blast,10,2,10,Medium,Conservative normalization
chicken xperience by venky s,10,7,10,Medium,Conservative normalization
chinese daily,10,1,10,High,Conservative normalization
chopper s stop,10,3,10,Medium,Conservative normalization
ciro s pizzeria,10,1,10,High,Conservative normalization
curry leaf,10,2,10,Medium,Conservative normalization
dairy den,10,1,10,High,Conservative normalization
dande s hyderabad biryani,10,1,10,High,Conservative normalization
dawat restaurant,10,2,10,Medium,Conservative normalization
desi handi,10,2,10,Medium,Conservative normalization
dilli meri jaan,10,2,10,Medium,Conservative normalization
donburi,10,1,10,High,Conservative normalization
dosa house,10,3,10,Medium,Conservative normalization
dosa king,10,3,10,Medium,Conservative normalization
easy bites by hotel empire,10,2,10,Medium,Conservative normalization
eatsome,10,1,10,High,Conservative normalization
famous jigarthanda,10,2,10,Medium,Conservative normalization
food king,10,3,10,Medium,Conservative normalization
fruit shop on greams road,10,3,10,Medium,Conservative normalization
gelato vinto,10,2,10,Medium,Conservative normalization
ghar ka tadka,10,2,10,Medium,Conservative normalization
good fettle healthy ice cream,10,5,10,Medium,Conservative normalization
green cravings,10,2,10,Medium,Conservative normalization
grill n chill,10,4,10,Medium,Conservative normalization
gwalia sweets and fast food,10,1,10,High,Conservative normalization
haagen dazs,10,3,10,Medium,Conservative normalization
haldiram s prabhuji,10,1,9,High,Conservative normalization
hao chi,10,2,10,Medium,Conservative normalization
hari super sandwich,10,2,10,Medium,Conservative normalization
hong s kitchen,10,1,10,High,Conservative normalization
hong s momos,10,1,10,High,Conservative normalization
hot and spicy,10,4,10,Medium,Conservative normalization
hotel sagar,10,2,10,Medium,Conservative normalization
ice corner,10,2,10,Medium,Conservative normalization
insta pizza,10,1,10,High,Conservative normalization
italian pizza,10,3,10,Medium,Conservative normalization
juice shop,10,1,10,High,Conservative normalization
juice world fresh n juicy,10,9,10,Medium,Conservative normalization
kasturi restaurant,10,1,10,High,Conservative normalization
krazzy for waffle,10,5,10,Medium,Conservative normalization
kulfi house,10,1,10,High,Conservative normalization
lassi blast,10,2,10,Medium,Conservative normalization
lazeez,10,2,10,Medium,Conservative normalization
london pizza,10,3,10,Medium,Conservative normalization
mad momos,10,1,10,High,Conservative normalization
master chef,10,2,10,Medium,Conservative normalization
meghana foods,10,1,10,High,Conservative normalization
miami waffle and jawbreakers,10,1,10,High,Conservative normalization
millet express,10,1,10,High,Conservative normalization
momo and co,10,6,10,Medium,Conservative normalization
momomia love in every bite,10,8,10,Medium,Conservative normalization
moolchandwala,10,2,10,Medium,Conservative normalization
mummy s kitchen,10,3,10,Medium,Conservative normalization
nadan pothichoru,10,1,10,High,Conservative normalization
nando s,10,1,10,High,Conservative normalization
oki poki sushi dimsums and more,10,1,10,High,Conservative normalization
piazza pizza by little italy,10,1,10,High,Conservative normalization
pizza day,10,3,10,Medium,Conservative normalization
puffizza,10,2,10,Medium,Conservative normalization
punjabi nawabi,10,1,10,High,Conservative normalization
punjabi unplugged,10,1,10,High,Conservative normalization
rohit wadewale,10,2,10,Medium,Conservative normalization
roll over,10,2,10,Medium,Conservative normalization
roti curry and co,10,3,10,Medium,Conservative normalization
royal food court,10,3,10,Medium,Conservative normalization
sam s pizza,10,2,10,Medium,Conservative normalization
santushti shakes and more,10,2,10,Medium,Conservative normalization
sardarji londonwaley,10,1,10,High,Conservative normalization
sbarro new york pizza,10,3,10,Medium,Conservative normalization
shawarma spot,10,3,10,Medium,Conservative normalization
shero home sambar poriyal and rasam,10,2,10,Medium,Conservative normalization
spicy kitchen,10,2,10,Medium,Conservative normalization
sweet bengal,10,1,10,High,Conservative normalization
taste of china,10,3,10,Medium,Conservative normalization
tharavadu malabar biryani,10,1,10,High,Conservative normalization
the cake factory,10,4,10,Medium,Conservative normalization
the coffee bean and tea leaf,10,1,10,High,Conservative normalization
the kati roll shop,10,3,10,Medium,Conservative normalization
the kitchen,10,3,10,Medium,Conservative normalization
the kitchen story,10,2,10,Medium,Conservative normalization
the pizza hub,10,2,10,Medium,Conservative normalization
the punjabi rasoi,10,1,10,High,Conservative normalization
the twenty handmade chocolates,10,2,10,Medium,Conservative normalization
tiffin box,10,3,10,Medium,Conservative normalization
wow chicken,10,2,10,Medium,Conservative normalization
wow chinese,10,4,10,Medium,Conservative normalization
yumlane pizza,10,1,10,High,Conservative normalization
yummy express,10,3,10,Medium,Conservative normalization
aggarwal sweets,9,3,9,Medium,Conservative normalization
andhra meal company,9,1,9,High,Conservative normalization
angels in my kitchen,9,1,9,High,Conservative normalization
aubree,9,1,9,High,Conservative normalization
b bicha reddy sweets,9,3,9,Medium,Conservative normalization
bakery by nature s basket,9,1,9,High,Conservative normalization
bawarchi restaurant,9,2,9,Medium,Conservative normalization
bhojohori manna,9,2,9,Medium,Conservative normalization
biriyani zone,9,2,9,Medium,Conservative normalization
biryani mahal,9,2,9,Medium,Conservative normalization
bismillah hotel,9,2,9,Medium,Conservative normalization
bombay fast food,9,2,9,Medium,Conservative normalization
bombay sandwich,9,2,9,Medium,Conservative normalization
btw,9,1,9,High,Conservative normalization
burger bites,9,2,9,Medium,Conservative normalization
burger cafe,9,2,9,Medium,Conservative normalization
burger monk,9,2,9,Medium,Conservative normalization
cafe chocolicious,9,3,9,Medium,Conservative normalization
cake and bake,9,5,9,Medium,Conservative normalization
cake fresh,9,2,9,Medium,Conservative normalization
cake gallery,9,3,9,Medium,Conservative normalization
cake hut,9,2,9,Medium,Conservative normalization
cake o clock,9,6,9,Medium,Conservative normalization
cake showroom,9,2,9,Medium,Conservative normalization
cake waves,9,1,9,High,Conservative normalization
cake zone,9,2,9,Medium,Conservative normalization
calcutta cravings,9,2,9,Medium,Conservative normalization
captain sam s pizza,9,1,9,High,Conservative normalization
chaap junction,9,3,9,Medium,Conservative normalization
chai garam,9,2,9,Medium,Conservative normalization
chaska,9,2,9,Medium,Conservative normalization
chatkazz,9,2,9,Medium,Conservative normalization
chawla chicken,9,3,9,Medium,Conservative normalization
chicken only chicken,9,4,9,Medium,Conservative normalization
china box,9,2,9,Medium,Conservative normalization
chinese bowl,9,2,9,Medium,Conservative normalization
chinese culture,9,2,9,Medium,Conservative normalization
ching s house,9,1,9,High,Conservative normalization
chopstix,9,3,9,Medium,Conservative normalization
chung wah,9,1,9,High,Conservative normalization
coffee culture,9,1,9,High,Conservative normalization
copper chimney,9,1,9,High,Conservative normalization
copper chocs,9,1,9,High,Conservative normalization
creams and bites,9,2,9,Medium,Conservative normalization
creme castle,9,2,9,Medium,Conservative normalization
dawat,9,2,9,Medium,Conservative normalization
delicious pizza,9,3,9,Medium,Conservative normalization
desi bites,9,3,9,Medium,Conservative normalization
falahaar,9,1,9,High,Conservative normalization
flavours,9,2,9,Medium,Conservative normalization
flavours of andhra,9,3,9,Medium,Conservative normalization
flying kombucha,9,1,9,High,Conservative normalization
food court by kitchens,9,1,9,High,Conservative normalization
food house,9,3,9,Medium,Conservative normalization
food mood,9,3,9,Medium,Conservative normalization
food station,9,2,9,Medium,Conservative normalization
foodies corner,9,2,9,Medium,Conservative normalization
gabru di chaap,9,2,9,Medium,Conservative normalization
go69 pizza,9,1,9,High,Conservative normalization
gopizza,9,1,9,High,Conservative normalization
gowhey healthy dessert company,9,1,9,High,Conservative normalization
green chilli,9,2,9,Medium,Conservative normalization
grillland,9,2,9,Medium,Conservative normalization
happinezz ice creams by vadilal,9,1,9,High,Conservative normalization
happy tummy,9,3,9,Medium,Conservative normalization
hot n spicy,9,5,9,Medium,Conservative normalization
hotel al zaika,9,4,9,Medium,Conservative normalization
hotel paradise,9,3,9,Medium,Conservative normalization
house of mughals,9,1,9,High,Conservative normalization
